Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Index,Instrument,Isolate,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,STRAIN
SRR5873043,RNA-Seq,55,23468720,PRJNA395936,SAMN07418294,"Microbe\, viral or environmental",14047591,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040450,uncalculated,uncalculated,missing,missing,170,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0mM_recovery_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0mM_recovery_2h,Yeast culture,SRP113638,BY4741
SRR5873044,RNA-Seq,55,40800870,PRJNA395936,SAMN07418153,"Microbe\, viral or environmental",24373139,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040449,uncalculated,uncalculated,missing,missing,29,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_Rep_mCh_0_2mM_recovery_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_Rep_mCh_0_2mM_recovery_2h,Yeast culture,SRP113638,BY4741
SRR5873045,RNA-Seq,55,34191300,PRJNA395936,SAMN07418154,"Microbe\, viral or environmental",20424162,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040448,uncalculated,uncalculated,missing,missing,30,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_Rep_mCh_0_2mM_recovery_3h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_Rep_mCh_0_2mM_recovery_3h,Yeast culture,SRP113638,BY4741
SRR5873046,RNA-Seq,55,46011020,PRJNA395936,SAMN07418147,"Microbe\, viral or environmental",27878790,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040447,uncalculated,uncalculated,missing,missing,23,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_3_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_3_5h,Yeast culture,SRP113638,BY4741
SRR5873047,RNA-Seq,55,80321890,PRJNA395936,SAMN07418148,"Microbe\, viral or environmental",48726327,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040446,uncalculated,uncalculated,missing,missing,24,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_5h,Yeast culture,SRP113638,BY4741
SRR5873048,RNA-Seq,55,33174130,PRJNA395936,SAMN07418145,"Microbe\, viral or environmental",20305522,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040445,uncalculated,uncalculated,missing,missing,21,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_24_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_24_67h,Yeast culture,SRP113638,BY4741
SRR5873049,RNA-Seq,55,80196380,PRJNA395936,SAMN07418146,"Microbe\, viral or environmental",48625626,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040444,uncalculated,uncalculated,missing,missing,22,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_2h,Yeast culture,SRP113638,BY4741
SRR5873050,RNA-Seq,55,28567715,PRJNA395936,SAMN07418151,"Microbe\, viral or environmental",17554517,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040443,uncalculated,uncalculated,missing,missing,27,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_9_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_9_5h,Yeast culture,SRP113638,BY4741
SRR5873051,RNA-Seq,55,17975375,PRJNA395936,SAMN07418152,"Microbe\, viral or environmental",10778536,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040442,uncalculated,uncalculated,missing,missing,28,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_Rep_mCh_0_2mM_recovery_1h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_Rep_mCh_0_2mM_recovery_1h,Yeast culture,SRP113638,BY4741
SRR5873052,RNA-Seq,55,57559975,PRJNA395936,SAMN07418149,"Microbe\, viral or environmental",34984292,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040441,uncalculated,uncalculated,missing,missing,25,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_6_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_6_5h,Yeast culture,SRP113638,BY4741
SRR5873053,RNA-Seq,55,89036530,PRJNA395936,SAMN07418150,"Microbe\, viral or environmental",54087926,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040440,uncalculated,uncalculated,missing,missing,26,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_8h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_Rep_mCh_0_2mM_lowPi_8h,Yeast culture,SRP113638,BY4741
SRR5873054,RNA-Seq,55,50817030,PRJNA395936,SAMN07418298,"Microbe\, viral or environmental",30389162,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040439,uncalculated,uncalculated,missing,missing,174,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0mM_recovery_6h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0mM_recovery_6h,Yeast culture,SRP113638,BY4741
SRR5873055,RNA-Seq,55,48572205,PRJNA395936,SAMN07418297,"Microbe\, viral or environmental",28988444,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040438,uncalculated,uncalculated,missing,missing,173,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0mM_recovery_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0mM_recovery_5h,Yeast culture,SRP113638,BY4741
SRR5873056,RNA-Seq,55,36142755,PRJNA395936,SAMN07418296,"Microbe\, viral or environmental",21605950,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040437,uncalculated,uncalculated,missing,missing,172,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0mM_recovery_4h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0mM_recovery_4h,Yeast culture,SRP113638,BY4741
SRR5873057,RNA-Seq,55,24163865,PRJNA395936,SAMN07418295,"Microbe\, viral or environmental",14475307,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040436,uncalculated,uncalculated,missing,missing,171,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0mM_recovery_3h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0mM_recovery_3h,Yeast culture,SRP113638,BY4741
SRR5873058,RNA-Seq,55,34836340,PRJNA395936,SAMN07418302,"Microbe\, viral or environmental",21040142,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040435,uncalculated,uncalculated,missing,missing,178,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_06mM_lowPi_24_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_06mM_lowPi_24_67h,Yeast culture,SRP113638,BY4741
SRR5873059,RNA-Seq,55,49650810,PRJNA395936,SAMN07418301,"Microbe\, viral or environmental",30256398,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040434,uncalculated,uncalculated,missing,missing,177,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_start_0h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_start_0h,Yeast culture,SRP113638,BY4741
SRR5873060,RNA-Seq,55,23357895,PRJNA395936,SAMN07418300,"Microbe\, viral or environmental",13985454,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040433,uncalculated,uncalculated,missing,missing,176,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0mM_recovery_9h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0mM_recovery_9h,Yeast culture,SRP113638,BY4741
SRR5873061,RNA-Seq,55,42526000,PRJNA395936,SAMN07418299,"Microbe\, viral or environmental",25371728,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040432,uncalculated,uncalculated,missing,missing,175,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0mM_recovery_7_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0mM_recovery_7_5h,Yeast culture,SRP113638,BY4741
SRR5873062,RNA-Seq,55,61654890,PRJNA395936,SAMN07418304,"Microbe\, viral or environmental",37145580,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040431,uncalculated,uncalculated,missing,missing,180,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_06mM_lowPi_3_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_06mM_lowPi_3_5h,Yeast culture,SRP113638,BY4741
SRR5873063,RNA-Seq,55,50173200,PRJNA395936,SAMN07418303,"Microbe\, viral or environmental",30256872,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"fastq,sra",s3,s3.us-east-1,SRX3040430,uncalculated,uncalculated,missing,missing,179,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_06mM_lowPi_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_06mM_lowPi_2h,Yeast culture,SRP113638,BY4741
SRR5873064,RNA-Seq,55,70586890,PRJNA395936,SAMN07418128,"Microbe\, viral or environmental",44848593,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040429,uncalculated,uncalculated,missing,missing,4,Illumina HiSeq 2500,missing,missing,exp1_PHO84c_PHO4-SA1234-GFP_mCh_0_2mM_lowPi_3_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_PHO84c_PHO4-SA1234-GFP_mCh_0_2mM_lowPi_3_5h,Yeast culture,SRP113638,BY4741
SRR5873065,RNA-Seq,55,117957675,PRJNA395936,SAMN07418326,"Microbe\, viral or environmental",71742124,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"sra,fastq",s3,s3.us-east-1,SRX3040428,uncalculated,uncalculated,missing,missing,202,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_0_06mM_lowPi_1h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_0_06mM_lowPi_1h,Yeast culture,SRP113638,BY4741
SRR5873066,RNA-Seq,55,71034425,PRJNA395936,SAMN07418184,"Microbe\, viral or environmental",45139027,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040427,uncalculated,uncalculated,missing,missing,60,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA1234-GFP_GFP_0_2mM_lowPi_6_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA1234-GFP_GFP_0_2mM_lowPi_6_5h,Yeast culture,SRP113638,BY4741
SRR5873067,RNA-Seq,55,77769285,PRJNA395936,SAMN07418183,"Microbe\, viral or environmental",49362011,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"sra,fastq",s3,s3.us-east-1,SRX3040426,uncalculated,uncalculated,missing,missing,59,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA1234-GFP_GFP_0_2mM_lowPi_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA1234-GFP_GFP_0_2mM_lowPi_5h,Yeast culture,SRP113638,BY4741
SRR5873068,RNA-Seq,55,50732000,PRJNA395936,SAMN07418182,"Microbe\, viral or environmental",32432904,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040425,uncalculated,uncalculated,missing,missing,58,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA1234-GFP_GFP_0_2mM_lowPi_3_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA1234-GFP_GFP_0_2mM_lowPi_3_5h,Yeast culture,SRP113638,BY4741
SRR5873069,RNA-Seq,55,65870200,PRJNA395936,SAMN07418181,"Microbe\, viral or environmental",41889754,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040424,uncalculated,uncalculated,missing,missing,57,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA1234-GFP_GFP_0_2mM_lowPi_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA1234-GFP_GFP_0_2mM_lowPi_2h,Yeast culture,SRP113638,BY4741
SRR5873070,RNA-Seq,55,807219710,PRJNA395936,SAMN07418325,"Microbe\, viral or environmental",492244976,WEIZMANN INSTITUTE OF SCIENCE,2013-05-25,public,"fastq,sra",s3,s3.us-east-1,SRX3040423,uncalculated,uncalculated,missing,missing,201,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4_mCh_start_0h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4_mCh_start_0h,Yeast culture,SRP113638,BY4741
SRR5873071,RNA-Seq,55,72931265,PRJNA395936,SAMN07418179,"Microbe\, viral or environmental",46370757,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040422,uncalculated,uncalculated,missing,missing,55,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA1234-GFP_GFP_0_2mM_lowPi_1h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA1234-GFP_GFP_0_2mM_lowPi_1h,Yeast culture,SRP113638,BY4741
SRR5873072,RNA-Seq,55,59453020,PRJNA395936,SAMN07418178,"Microbe\, viral or environmental",37928201,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040421,uncalculated,uncalculated,missing,missing,54,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA1234-GFP_GFP_0_06mM_lowPi_9_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA1234-GFP_GFP_0_06mM_lowPi_9_5h,Yeast culture,SRP113638,BY4741
SRR5873073,RNA-Seq,55,76258490,PRJNA395936,SAMN07418177,"Microbe\, viral or environmental",48584686,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"sra,fastq",s3,s3.us-east-1,SRX3040420,uncalculated,uncalculated,missing,missing,53,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA1234-GFP_GFP_0_06mM_lowPi_8h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA1234-GFP_GFP_0_06mM_lowPi_8h,Yeast culture,SRP113638,BY4741
SRR5873074,RNA-Seq,55,68742795,PRJNA395936,SAMN07418176,"Microbe\, viral or environmental",43713718,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040419,uncalculated,uncalculated,missing,missing,52,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA1234-GFP_GFP_0_06mM_lowPi_6_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA1234-GFP_GFP_0_06mM_lowPi_6_5h,Yeast culture,SRP113638,BY4741
SRR5873075,RNA-Seq,55,103410340,PRJNA395936,SAMN07418175,"Microbe\, viral or environmental",65553030,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"sra,fastq",s3,s3.us-east-1,SRX3040418,uncalculated,uncalculated,missing,missing,51,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA1234-GFP_GFP_0_06mM_lowPi_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA1234-GFP_GFP_0_06mM_lowPi_5h,Yeast culture,SRP113638,BY4741
SRR5873076,RNA-Seq,55,35959275,PRJNA395936,SAMN07418273,"Microbe\, viral or environmental",21868810,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040417,uncalculated,uncalculated,missing,missing,149,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_5mM_lowPi_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_5mM_lowPi_5h,Yeast culture,SRP113638,BY4741
SRR5873077,RNA-Seq,55,93992635,PRJNA395936,SAMN07418274,"Microbe\, viral or environmental",56870219,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040416,uncalculated,uncalculated,missing,missing,150,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_5mM_lowPi_6_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_5mM_lowPi_6_5h,Yeast culture,SRP113638,BY4741
SRR5873078,RNA-Seq,55,62116340,PRJNA395936,SAMN07418271,"Microbe\, viral or environmental",37761545,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040415,uncalculated,uncalculated,missing,missing,147,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_5mM_lowPi_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_5mM_lowPi_2h,Yeast culture,SRP113638,BY4741
SRR5873079,RNA-Seq,55,50566230,PRJNA395936,SAMN07418272,"Microbe\, viral or environmental",30691632,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040414,uncalculated,uncalculated,missing,missing,148,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_5mM_lowPi_3_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_5mM_lowPi_3_5h,Yeast culture,SRP113638,BY4741
SRR5873080,RNA-Seq,55,62128330,PRJNA395936,SAMN07418269,"Microbe\, viral or environmental",37737301,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040413,uncalculated,uncalculated,missing,missing,145,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_5mM_lowPi_1h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_5mM_lowPi_1h,Yeast culture,SRP113638,BY4741
SRR5873081,RNA-Seq,55,35959605,PRJNA395936,SAMN07418270,"Microbe\, viral or environmental",22062966,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040412,uncalculated,uncalculated,missing,missing,146,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_5mM_lowPi_24_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_5mM_lowPi_24_67h,Yeast culture,SRP113638,BY4741
SRR5873082,RNA-Seq,55,54009285,PRJNA395936,SAMN07418267,"Microbe\, viral or environmental",32348602,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040411,uncalculated,uncalculated,missing,missing,143,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_2mM_recovery_7_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_2mM_recovery_7_5h,Yeast culture,SRP113638,BY4741
SRR5873083,RNA-Seq,55,43479975,PRJNA395936,SAMN07418268,"Microbe\, viral or environmental",25952023,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040410,uncalculated,uncalculated,missing,missing,144,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_2mM_recovery_9h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_2mM_recovery_9h,Yeast culture,SRP113638,BY4741
SRR5873084,RNA-Seq,55,69932060,PRJNA395936,SAMN07418265,"Microbe\, viral or environmental",41945005,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"sra,fastq",s3,s3.us-east-1,SRX3040409,uncalculated,uncalculated,missing,missing,141,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_2mM_recovery_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_2mM_recovery_5h,Yeast culture,SRP113638,BY4741
SRR5873085,RNA-Seq,55,54428330,PRJNA395936,SAMN07418266,"Microbe\, viral or environmental",32567502,WEIZMANN INSTITUTE OF SCIENCE,2013-06-03,public,"fastq,sra",s3,s3.us-east-1,SRX3040408,uncalculated,uncalculated,missing,missing,142,Illumina HiSeq 2500,missing,missing,exp1_WT_Rep_0_2mM_recovery_6h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_Rep_0_2mM_recovery_6h,Yeast culture,SRP113638,BY4741
SRR5873086,RNA-Seq,55,19617950,PRJNA395936,SAMN07418180,"Microbe\, viral or environmental",12208430,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"fastq,sra",s3,s3.us-east-1,SRX3040407,uncalculated,uncalculated,missing,missing,56,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA1234-GFP_GFP_0_2mM_lowPi_24_67h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA1234-GFP_GFP_0_2mM_lowPi_24_67h,Yeast culture,SRP113638,BY4741
SRR5873087,RNA-Seq,55,39664625,PRJNA395936,SAMN07418173,"Microbe\, viral or environmental",25187135,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"sra,fastq",s3,s3.us-east-1,SRX3040406,uncalculated,uncalculated,missing,missing,49,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA1234-GFP_GFP_0_06mM_lowPi_2h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA1234-GFP_GFP_0_06mM_lowPi_2h,Yeast culture,SRP113638,BY4741
SRR5873088,RNA-Seq,55,47089515,PRJNA395936,SAMN07418174,"Microbe\, viral or environmental",29958707,WEIZMANN INSTITUTE OF SCIENCE,2013-04-29,public,"sra,fastq",s3,s3.us-east-1,SRX3040405,uncalculated,uncalculated,missing,missing,50,Illumina HiSeq 2500,missing,missing,exp1_WT_PHO4-SA1234-GFP_GFP_0_06mM_lowPi_3_5h,PAIRED,RT-PCR,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2017-10-12T00:00:00Z,exp1_WT_PHO4-SA1234-GFP_GFP_0_06mM_lowPi_3_5h,Yeast culture,SRP113638,BY4741
